INN,sqm_sum,sqm_mean,sqm_median,City,Turnover_sum_last_12,Turnover_max_last_12,Turnover_median_last_12,Turnover_deriv,Latest_date,First_date,start_date,Price,ACTIVITY_AND_ATTRITION,Active_months,Seasonality,upper_bound,legal_type,sum_debits,n_debits,unique_addresses_last_12,SQM_SINGLE_MATS_IN_ACTIVE_SPECIFICATIONS,total_spacetime_area,Frequency_of_changes_sum,weighted_changes,total_recalculations,sum_recalculations,ДАТА КОНТРАКТА,Dur_months,weather_sum_0,weather_avg_0,weather_winter_sum_0,weather_winter_avg_0,weather_sum_1,weather_avg_1,weather_winter_sum_1,weather_winter_avg_1
274110679.0,3661.5899999999992,305.13249999999994,341.79,Москва,334546.81302083336,41199.65,31692.0875,27477.475000000002,2025-05-01,2020-01-01,2022-04-01,91.36654104387259,0,12,0,2023-03-01,АО,101696.0,1.0,1,3391250.0,40695000.0,432.0,0.007437893702275235,6.0,7543.51,2020-01-01,37.943495400788436,83.10000000000001,6.925000000000001,-12.200000000000001,-2.4400000000000004,666.0,55.5,266.0,53.2
411152793.0,373.5,31.125,29.88,Москва,51020.1,9387.3,3486.0,5901.299999999999,2023-12-01,2020-01-01,2022-06-01,136.6,0,12,0,2023-05-01,Other,-31940.0,12.0,1,1792800.0,3585600.0,96.0,0.00010922435867992824,2.0,7081.56,2022-01-10,15.637319316688567,89.00000000000001,7.416666666666668,-12.200000000000001,-2.4400000000000004,601.0,50.083333333333336,266.0,53.2
608011790.0,158.10000000000002,13.175000000000002,12.75,Москва,31239.668154761894,3031.025,2386.65863095238,721.3553571428602,2025-05-01,2020-01-01,2022-05-01,197.5943589801511,0,12,0,2023-04-01,ООО,-7266.0,12.0,2,471750.0,1581000.0,88.0,8.233864388438366e-05,0.0,0.0,2019-11-15,40.50591327201051,87.00000000000001,7.250000000000001,-12.200000000000001,-2.4400000000000004,627.0,52.25,266.0,53.2
725017259.0,249.64999999999995,20.804166666666664,21.7,Москва,43354.683219401035,3845.71666666667,3845.7166097005247,558.7833333333397,2025-05-01,2020-01-01,2022-05-01,173.6618594808774,0,12,0,2023-04-01,ООО,21967.0,12.0,2,582000.0,2328000.0,96.0,0.00014183082720151325,0.0,0.0,2016-01-22,86.26806833114323,87.00000000000001,7.250000000000001,-12.200000000000001,-2.4400000000000004,627.0,52.25,266.0,53.2
1326254588.0,85.42500000000001,14.237500000000002,15.3,Москва,15831.306426323788,3308.03472222222,2835.45837402344,2126.5930555555497,2024-03-01,2022-01-01,2022-09-01,185.32404362099837,1,6,1,2023-08-01,ООО,-12190.0,6.0,1,89250.0,1071000.0,84.0,0.00019574847414023284,3.0,-1984.82,2022-01-01,18.95532194480946,82.50000000000001,6.875000000000001,-12.200000000000001,-2.4400000000000004,749.0,62.416666666666664,266.0,53.2
1327021963.0,84.15,14.025,15.3,Москва,15831.306426323788,3308.03472222222,2835.45837402344,2126.5930555555497,2024-03-01,2022-01-01,2022-09-01,188.131983675862,1,6,1,2023-08-01,ООО,-12190.0,6.0,1,89250.0,1071000.0,84.0,0.00019574847414023284,1.0,-1984.82,2022-01-01,18.95532194480946,82.50000000000001,6.875000000000001,-12.200000000000001,-2.4400000000000004,749.0,62.416666666666664,266.0,53.2
1327029232.0,224.4,44.88,47.175,Москва,39178.94733072914,12760.1253255208,8743.05,11152.658658854129,2025-04-01,2020-01-01,2022-03-01,174.59423944175197,0,5,1,2023-02-01,ООО,-19279.0,5.0,8,420750.0,5049000.0,288.0,0.0009228142352325263,0.0,0.0,2018-11-20,50.39421813403416,81.10000000000001,6.758333333333334,-13.5,-2.7,618.0,51.5,205.0,41.0
1327035042.0,81.60000000000001,13.600000000000001,14.025,Москва,15358.72987467448,3308.03466796875,2717.312520345055,2126.5930013020798,2024-03-01,2022-11-01,2022-09-01,188.21972885630487,1,6,1,2023-08-01,ООО,-11623.0,6.0,1,76500.0,918000.0,72.0,0.00016778440640591386,1.0,-1984.82,2022-10-31,9.00131406044678,82.50000000000001,6.875000000000001,-12.200000000000001,-2.4400000000000004,749.0,62.416666666666664,266.0,53.2
1328017790.0,81.60000000000001,13.600000000000001,14.025,Москва,15358.72987467448,3308.03466796875,2717.312520345055,2126.5930013020798,2024-03-01,2022-11-01,2022-09-01,188.21972885630487,1,6,1,2023-08-01,ООО,-1417.0,4.0,1,76500.0,918000.0,72.0,0.00016778440640591386,1.0,-1984.82,2022-10-31,9.00131406044678,82.50000000000001,6.875000000000001,-12.200000000000001,-2.4400000000000004,749.0,62.416666666666664,266.0,53.2
1840088323.0,303.6,50.6,55.2,Москва,60720.0,12650.0,11385.0,10120.0,2024-04-01,2020-01-01,2022-09-01,199.99999999999997,1,6,1,2023-08-01,ООО,-42504.0,6.0,1,966000.0,3864000.0,28.0,0.00023540992968498593,1.0,-3036.0,2019-12-01,43.98817345597897,82.50000000000001,6.875000000000001,-12.200000000000001,-2.4400000000000004,749.0,62.416666666666664,266.0,53.2
